S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured,Death,Death_Rate,Growth_Rate
436,3/20/2020,Andhra Pradesh,2,2,0,0,0,1
437,3/21/2020,Andhra Pradesh,3,3,0,0,0,1
438,3/22/2020,Andhra Pradesh,5,5,0,0,0,2
439,3/23/2020,Andhra Pradesh,7,7,0,0,0,2
440,3/24/2020,Andhra Pradesh,7,7,0,0,0,0
441,3/25/2020,Andhra Pradesh,8,8,0,0,0,1
442,3/26/2020,Andhra Pradesh,11,10,1,0,0,2
443,3/27/2020,Andhra Pradesh,12,11,1,0,0,1
444,3/28/2020,Andhra Pradesh,14,13,1,0,0,2
445,3/29/2020,Andhra Pradesh,14,13,1,0,0,0
446,3/30/2020,Andhra Pradesh,19,18,1,0,0,5
447,3/31/2020,Andhra Pradesh,40,39,1,0,0,21
448,4/1/2020,Andhra Pradesh,83,82,1,0,0,43
449,4/2/2020,Andhra Pradesh,86,84,1,1,1,2
450,4/3/2020,Andhra Pradesh,132,130,1,1,0,46
451,4/4/2020,Andhra Pradesh,161,159,1,1,0,29
452,4/5/2020,Andhra Pradesh,161,159,1,1,0,0
453,4/6/2020,Andhra Pradesh,226,222,1,3,2,63
454,4/7/2020,Andhra Pradesh,266,262,1,3,0,40
455,4/8/2020,Andhra Pradesh,305,300,1,4,1,38
456,4/9/2020,Andhra Pradesh,348,338,6,4,0,38
457,4/10/2020,Andhra Pradesh,348,338,6,4,0,0
458,4/11/2020,Andhra Pradesh,363,350,7,6,2,12
459,4/12/2020,Andhra Pradesh,381,364,11,6,0,14
460,4/13/2020,Andhra Pradesh,427,409,11,7,1,45
461,4/14/2020,Andhra Pradesh,432,414,11,7,0,5
462,4/15/2020,Andhra Pradesh,483,458,16,9,2,44
463,4/16/2020,Andhra Pradesh,525,491,20,14,5,33
464,4/17/2020,Andhra Pradesh,534,500,20,14,0,9
465,4/18/2020,Andhra Pradesh,572,522,36,14,0,22
466,4/19/2020,Andhra Pradesh,603,546,42,15,1,24
467,4/20/2020,Andhra Pradesh,646,589,42,15,0,43
468,4/21/2020,Andhra Pradesh,722,610,92,20,5,21
469,4/22/2020,Andhra Pradesh,757,639,96,22,2,29
470,4/23/2020,Andhra Pradesh,813,669,120,24,2,30
471,4/24/2020,Andhra Pradesh,895,727,141,27,3,58
472,4/25/2020,Andhra Pradesh,955,781,145,29,2,54
473,4/26/2020,Andhra Pradesh,1061,859,171,31,2,78
474,4/27/2020,Andhra Pradesh,1097,835,231,31,0,-24
475,4/28/2020,Andhra Pradesh,1183,917,235,31,0,82
476,4/29/2020,Andhra Pradesh,1259,970,258,31,0,53
477,4/30/2020,Andhra Pradesh,1332,1014,287,31,0,44
478,5/1/2020,Andhra Pradesh,1403,1051,321,31,0,37
479,5/2/2020,Andhra Pradesh,1463,1027,403,33,2,-24
480,5/3/2020,Andhra Pradesh,1525,1051,441,33,0,24
481,5/4/2020,Andhra Pradesh,1583,1062,488,33,0,11
482,5/5/2020,Andhra Pradesh,1650,1090,524,36,3,28
483,5/6/2020,Andhra Pradesh,1717,1092,589,36,0,2
484,5/7/2020,Andhra Pradesh,1777,1012,729,36,0,-80
485,5/8/2020,Andhra Pradesh,1847,1029,780,38,2,17
486,5/9/2020,Andhra Pradesh,1887,1004,842,41,3,-25
487,5/10/2020,Andhra Pradesh,1930,999,887,44,3,-5
488,5/11/2020,Andhra Pradesh,1980,1010,925,45,1,11
489,5/12/2020,Andhra Pradesh,2018,998,975,45,0,-12
490,5/13/2020,Andhra Pradesh,2090,988,1056,46,1,-10
491,5/14/2020,Andhra Pradesh,2137,948,1142,47,1,-40
492,5/15/2020,Andhra Pradesh,2205,965,1192,48,1,17
493,5/16/2020,Andhra Pradesh,2307,1007,1252,48,0,42
494,5/17/2020,Andhra Pradesh,2355,953,1353,49,1,-54
495,5/18/2020,Andhra Pradesh,2407,901,1456,50,1,-52
496,5/19/2020,Andhra Pradesh,2474,872,1552,50,0,-29
497,5/20/2020,Andhra Pradesh,2532,859,1621,52,2,-13
498,5/21/2020,Andhra Pradesh,2602,909,1640,53,1,50
499,5/22/2020,Andhra Pradesh,2647,885,1709,53,0,-24
500,5/23/2020,Andhra Pradesh,2709,891,1763,55,2,6
501,5/24/2020,Andhra Pradesh,2757,892,1809,56,1,1
502,5/25/2020,Andhra Pradesh,2823,911,1856,56,0,19
503,5/26/2020,Andhra Pradesh,3110,1158,1896,56,0,247
504,5/27/2020,Andhra Pradesh,3171,1105,2009,57,1,-53
505,5/28/2020,Andhra Pradesh,3171,1056,2057,58,1,-49
506,5/29/2020,Andhra Pradesh,3251,1067,2125,59,1,11
507,5/30/2020,Andhra Pradesh,3436,1150,2226,60,1,83
508,5/31/2020,Andhra Pradesh,3569,1220,2289,60,0,70
509,6/1/2020,Andhra Pradesh,3679,1268,2349,62,2,48
510,6/2/2020,Andhra Pradesh,3783,1341,2378,64,2,73
511,6/3/2020,Andhra Pradesh,3898,1413,2421,64,0,72
512,6/4/2020,Andhra Pradesh,4080,1546,2466,68,4,133
513,6/5/2020,Andhra Pradesh,4223,1613,2539,71,3,67
514,6/6/2020,Andhra Pradesh,4303,1654,2576,73,2,41
515,6/7/2020,Andhra Pradesh,4510,1817,2620,73,0,163
516,6/8/2020,Andhra Pradesh,4708,1951,2682,75,2,134
517,6/9/2020,Andhra Pradesh,4851,2031,2745,75,0,80
518,6/10/2020,Andhra Pradesh,5070,2191,2802,77,2,160
519,6/11/2020,Andhra Pradesh,5269,2292,2899,78,1,101
520,6/12/2020,Andhra Pradesh,5429,2301,3048,80,2,9
521,6/13/2020,Andhra Pradesh,5680,2495,3105,80,0,194
522,6/14/2020,Andhra Pradesh,5965,2688,3195,82,2,193
523,6/15/2020,Andhra Pradesh,6163,2765,3314,84,2,77
524,6/16/2020,Andhra Pradesh,6456,3052,3316,88,4,287
525,6/17/2020,Andhra Pradesh,6841,3244,3509,88,0,192
526,6/18/2020,Andhra Pradesh,7071,3340,3641,90,2,96
527,6/19/2020,Andhra Pradesh,7518,3637,3789,92,2,297
528,6/20/2020,Andhra Pradesh,7961,3948,3917,96,4,311
529,6/21/2020,Andhra Pradesh,8452,4240,4111,101,5,292
530,6/22/2020,Andhra Pradesh,8999,4562,4331,106,5,322
531,6/23/2020,Andhra Pradesh,9372,4766,4495,111,5,204
532,6/24/2020,Andhra Pradesh,10002,5284,4599,119,8,518
533,6/25/2020,Andhra Pradesh,10331,5428,4779,124,5,144
534,6/26/2020,Andhra Pradesh,10884,5760,4988,136,12,332
535,6/27/2020,Andhra Pradesh,11489,6145,5196,148,12,385
536,6/28/2020,Andhra Pradesh,12285,6648,5480,157,9,503
537,6/29/2020,Andhra Pradesh,13241,7164,5908,169,12,516
538,6/30/2020,Andhra Pradesh,13891,7479,6232,180,11,315
539,7/1/2020,Andhra Pradesh,14595,7897,6511,187,7,418
540,7/2/2020,Andhra Pradesh,15252,8071,6988,193,6,174
541,7/3/2020,Andhra Pradesh,16097,8586,7313,198,5,515
542,7/4/2020,Andhra Pradesh,16934,9096,7632,206,8,510
543,7/5/2020,Andhra Pradesh,17699,9473,8008,218,12,377
544,7/6/2020,Andhra Pradesh,18697,10043,8422,232,14,570
545,7/7/2020,Andhra Pradesh,20019,10860,8920,239,7,817
546,7/8/2020,Andhra Pradesh,21197,11200,9745,252,13,340
547,7/9/2020,Andhra Pradesh,22259,10894,11101,264,12,-306
548,7/10/2020,Andhra Pradesh,23814,11383,12154,277,13,489
549,7/11/2020,Andhra Pradesh,25422,11936,13194,292,15,553
550,7/12/2020,Andhra Pradesh,27235,12533,14393,309,17,597
551,7/13/2020,Andhra Pradesh,29168,13428,15412,328,19,895
552,7/14/2020,Andhra Pradesh,31103,14274,16464,365,37,846
553,7/15/2020,Andhra Pradesh,33019,15144,17467,408,43,870
554,7/16/2020,Andhra Pradesh,35451,16621,18378,452,44,1477
555,7/17/2020,Andhra Pradesh,38044,18159,19393,492,40,1538
556,7/18/2020,Andhra Pradesh,40646,19814,20298,534,42,1655
557,7/19/2020,Andhra Pradesh,44609,22260,21763,586,52,2446
558,7/20/2020,Andhra Pradesh,49650,26118,22890,642,56,3858
559,7/21/2020,Andhra Pradesh,53724,28800,24228,696,54,2682
560,7/22/2020,Andhra Pradesh,58668,32336,25574,758,62,3536
561,7/23/2020,Andhra Pradesh,64713,31763,32127,823,65,-573
562,7/24/2020,Andhra Pradesh,72711,34272,37555,884,61,2509
563,7/25/2020,Andhra Pradesh,80858,39990,39935,933,49,5718
564,7/26/2020,Andhra Pradesh,88671,44431,43255,985,52,4441
565,7/27/2020,Andhra Pradesh,96298,48956,46301,1041,56,4525
566,7/28/2020,Andhra Pradesh,102349,51701,49558,1090,49,2745
567,7/29/2020,Andhra Pradesh,110297,56527,52622,1148,58,4826
568,7/30/2020,Andhra Pradesh,120390,63771,55406,1213,65,7244
569,7/31/2020,Andhra Pradesh,130557,69252,60024,1281,68,5481
570,8/1/2020,Andhra Pradesh,140933,75720,63864,1349,68,6468
571,8/2/2020,Andhra Pradesh,150209,72188,76614,1407,58,-3532
572,8/3/2020,Andhra Pradesh,158764,74404,82886,1474,67,2216
573,8/4/2020,Andhra Pradesh,166586,76377,88672,1537,63,1973
574,8/5/2020,Andhra Pradesh,176333,79104,95625,1604,67,2727
575,8/6/2020,Andhra Pradesh,186461,80426,104354,1681,77,1322
576,8/7/2020,Andhra Pradesh,196789,82166,112870,1753,72,1740
577,8/8/2020,Andhra Pradesh,206960,84654,120464,1842,89,2488
578,8/9/2020,Andhra Pradesh,217040,85486,129615,1939,97,832
579,8/10/2020,Andhra Pradesh,227860,87112,138712,2036,97,1626
580,8/11/2020,Andhra Pradesh,235525,87773,145636,2116,80,661
581,8/12/2020,Andhra Pradesh,244549,87597,154749,2203,87,-176
582,8/13/2020,Andhra Pradesh,254146,90425,161425,2296,93,2828
583,8/14/2020,Andhra Pradesh,264142,90780,170984,2378,82,355
584,8/15/2020,Andhra Pradesh,273085,89907,180703,2475,97,-873
585,8/16/2020,Andhra Pradesh,281817,88138,191117,2562,87,-1769
586,8/17/2020,Andhra Pradesh,289829,85945,201234,2650,88,-2193
587,8/18/2020,Andhra Pradesh,296609,84777,209100,2732,82,-1168
588,8/19/2020,Andhra Pradesh,306261,85130,218311,2820,88,353
589,8/20/2020,Andhra Pradesh,316003,86725,226372,2906,86,1595
590,8/21/2020,Andhra Pradesh,325396,87177,235218,3001,95,452
591,8/22/2020,Andhra Pradesh,334940,87803,244045,3092,91,626
592,8/23/2020,Andhra Pradesh,345216,89389,252638,3189,97,1586
593,8/24/2020,Andhra Pradesh,353111,89742,260087,3282,93,353
594,8/25/2020,Andhra Pradesh,361712,89516,268828,3368,86,-226
595,8/26/2020,Andhra Pradesh,371639,89932,278247,3460,92,416
596,8/27/2020,Andhra Pradesh,382469,92208,286720,3541,81,2276
597,8/28/2020,Andhra Pradesh,393090,94209,295248,3633,92,2001
598,8/29/2020,Andhra Pradesh,403616,96191,303711,3714,81,1982
599,8/30/2020,Andhra Pradesh,414164,97681,312687,3796,82,1490
600,8/31/2020,Andhra Pradesh,424767,99129,321754,3884,88,1448
601,9/1/2020,Andhra Pradesh,434771,100276,330526,3969,85,1147
602,9/2/2020,Andhra Pradesh,445139,101210,339876,4053,84,934
603,9/3/2020,Andhra Pradesh,455531,103076,348330,4125,72,1866
604,9/4/2020,Andhra Pradesh,465730,103521,358009,4200,75,445
605,9/5/2020,Andhra Pradesh,476506,102067,370163,4276,76,-1454
606,9/6/2020,Andhra Pradesh,487331,100880,382104,4347,71,-1187
607,9/7/2020,Andhra Pradesh,498125,99689,394019,4417,70,-1191
608,9/8/2020,Andhra Pradesh,506493,97932,404074,4487,70,-1757
609,9/9/2020,Andhra Pradesh,517094,96769,415765,4560,73,-1163
610,9/10/2020,Andhra Pradesh,527512,97271,425607,4634,74,502
611,9/11/2020,Andhra Pradesh,537687,97338,435647,4702,68,67
612,9/12/2020,Andhra Pradesh,547686,96191,446716,4779,77,-1147
613,9/13/2020,Andhra Pradesh,557587,95733,457008,4846,67,-458
614,9/14/2020,Andhra Pradesh,567123,95072,467139,4912,66,-661
615,9/15/2020,Andhra Pradesh,575079,93204,476903,4972,60,-1868
616,9/16/2020,Andhra Pradesh,583925,92353,486531,5041,69,-851
617,9/17/2020,Andhra Pradesh,592760,90279,497376,5105,64,-2074
618,9/18/2020,Andhra Pradesh,601462,88197,508088,5177,72,-2082
619,9/19/2020,Andhra Pradesh,609558,84423,519891,5244,67,-3774
620,9/20/2020,Andhra Pradesh,617776,81763,530711,5302,58,-2660
621,9/21/2020,Andhra Pradesh,625514,78836,541319,5359,57,-2927
622,9/22/2020,Andhra Pradesh,631749,74518,551821,5410,51,-4318
623,9/23/2020,Andhra Pradesh,639302,71465,562376,5461,51,-3053
624,9/24/2020,Andhra Pradesh,646530,70357,570667,5506,45,-1108
625,9/25/2020,Andhra Pradesh,654385,69353,579474,5558,52,-1004
626,9/26/2020,Andhra Pradesh,661458,67683,588169,5606,48,-1670
627,9/27/2020,Andhra Pradesh,668751,65794,597294,5663,57,-1889
628,9/28/2020,Andhra Pradesh,675674,64876,605090,5708,45,-918
629,9/29/2020,Andhra Pradesh,681161,63116,612300,5745,37,-1760
630,9/30/2020,Andhra Pradesh,687351,59435,622136,5780,35,-3681
631,10/1/2020,Andhra Pradesh,693484,58445,629211,5828,48,-990
632,10/2/2020,Andhra Pradesh,700235,57858,636508,5869,41,-587
633,10/3/2020,Andhra Pradesh,706790,56897,643993,5900,31,-961
634,10/4/2020,Andhra Pradesh,713014,55282,651791,5941,41,-1615
635,10/5/2020,Andhra Pradesh,719256,54400,658875,5981,40,-882
636,10/6/2020,Andhra Pradesh,723512,51060,666433,6019,38,-3340
637,10/7/2020,Andhra Pradesh,729307,50776,672479,6052,33,-284
638,10/8/2020,Andhra Pradesh,734427,49513,678828,6086,34,-1263
639,10/9/2020,Andhra Pradesh,739719,48661,684930,6128,42,-852
640,10/10/2020,Andhra Pradesh,744864,47665,691040,6159,31,-996
641,10/11/2020,Andhra Pradesh,750517,46624,697699,6194,35,-1041
642,10/12/2020,Andhra Pradesh,755727,46295,703208,6224,30,-329
643,10/13/2020,Andhra Pradesh,758951,43983,708712,6256,32,-2312
644,10/14/2020,Andhra Pradesh,763573,42855,714427,6291,35,-1128
645,10/15/2020,Andhra Pradesh,767465,41669,719477,6319,28,-1186
646,10/16/2020,Andhra Pradesh,771503,40047,725099,6357,38,-1622
647,10/17/2020,Andhra Pradesh,775470,38979,730109,6382,25,-1068
648,10/18/2020,Andhra Pradesh,779146,37102,735638,6406,24,-1877
649,4/3/2020,Arunachal Pradesh,1,1,0,0,0,1
650,4/4/2020,Arunachal Pradesh,1,1,0,0,0,0
651,4/5/2020,Arunachal Pradesh,1,1,0,0,0,0
652,4/6/2020,Arunachal Pradesh,1,1,0,0,0,0
653,4/7/2020,Arunachal Pradesh,1,1,0,0,0,0
654,4/8/2020,Arunachal Pradesh,1,1,0,0,0,0
655,4/9/2020,Arunachal Pradesh,1,1,0,0,0,0
656,4/10/2020,Arunachal Pradesh,1,1,0,0,0,0
657,4/11/2020,Arunachal Pradesh,1,1,0,0,0,0
658,4/12/2020,Arunachal Pradesh,1,1,0,0,0,0
659,4/13/2020,Arunachal Pradesh,1,1,0,0,0,0
660,4/14/2020,Arunachal Pradesh,1,1,0,0,0,0
661,4/15/2020,Arunachal Pradesh,1,1,0,0,0,0
662,4/16/2020,Arunachal Pradesh,1,1,0,0,0,0
663,4/17/2020,Arunachal Pradesh,1,1,0,0,0,0
664,4/18/2020,Arunachal Pradesh,1,1,0,0,0,0
665,4/19/2020,Arunachal Pradesh,1,1,0,0,0,0
666,4/20/2020,Arunachal Pradesh,1,1,0,0,0,0
667,4/21/2020,Arunachal Pradesh,1,1,0,0,0,0
668,4/22/2020,Arunachal Pradesh,1,0,1,0,0,-1
669,4/23/2020,Arunachal Pradesh,1,0,1,0,0,0
670,4/24/2020,Arunachal Pradesh,1,0,1,0,0,0
671,4/25/2020,Arunachal Pradesh,1,0,1,0,0,0
672,4/26/2020,Arunachal Pradesh,1,0,1,0,0,0
673,4/27/2020,Arunachal Pradesh,1,0,1,0,0,0
674,4/28/2020,Arunachal Pradesh,1,0,1,0,0,0
675,4/29/2020,Arunachal Pradesh,1,0,1,0,0,0
676,4/30/2020,Arunachal Pradesh,1,0,1,0,0,0
677,5/1/2020,Arunachal Pradesh,1,0,1,0,0,0
678,5/2/2020,Arunachal Pradesh,1,0,1,0,0,0
679,5/3/2020,Arunachal Pradesh,1,0,1,0,0,0
680,5/4/2020,Arunachal Pradesh,1,0,1,0,0,0
681,5/5/2020,Arunachal Pradesh,1,0,1,0,0,0
682,5/6/2020,Arunachal Pradesh,1,0,1,0,0,0
683,5/7/2020,Arunachal Pradesh,1,0,1,0,0,0
684,5/8/2020,Arunachal Pradesh,1,0,1,0,0,0
685,5/9/2020,Arunachal Pradesh,1,0,1,0,0,0
686,5/10/2020,Arunachal Pradesh,1,0,1,0,0,0
687,5/11/2020,Arunachal Pradesh,1,0,1,0,0,0
688,5/12/2020,Arunachal Pradesh,1,0,1,0,0,0
689,5/13/2020,Arunachal Pradesh,1,0,1,0,0,0
690,5/14/2020,Arunachal Pradesh,1,0,1,0,0,0
691,5/15/2020,Arunachal Pradesh,1,0,1,0,0,0
692,5/16/2020,Arunachal Pradesh,1,0,1,0,0,0
693,5/17/2020,Arunachal Pradesh,1,0,1,0,0,0
694,5/18/2020,Arunachal Pradesh,1,0,1,0,0,0
695,5/19/2020,Arunachal Pradesh,1,0,1,0,0,0
696,5/20/2020,Arunachal Pradesh,1,0,1,0,0,0
697,5/21/2020,Arunachal Pradesh,1,0,1,0,0,0
698,5/22/2020,Arunachal Pradesh,1,0,1,0,0,0
699,5/23/2020,Arunachal Pradesh,1,0,1,0,0,0
700,5/24/2020,Arunachal Pradesh,1,0,1,0,0,0
701,5/25/2020,Arunachal Pradesh,1,0,1,0,0,0
702,5/26/2020,Arunachal Pradesh,2,1,1,0,0,1
703,5/27/2020,Arunachal Pradesh,2,1,1,0,0,0
704,5/28/2020,Arunachal Pradesh,2,1,1,0,0,0
705,5/29/2020,Arunachal Pradesh,3,2,1,0,0,1
706,5/30/2020,Arunachal Pradesh,3,2,1,0,0,0
707,5/31/2020,Arunachal Pradesh,4,3,1,0,0,1
708,6/1/2020,Arunachal Pradesh,4,3,1,0,0,0
709,6/2/2020,Arunachal Pradesh,22,21,1,0,0,18
710,6/3/2020,Arunachal Pradesh,22,21,1,0,0,0
711,6/4/2020,Arunachal Pradesh,38,37,1,0,0,16
712,6/5/2020,Arunachal Pradesh,42,41,1,0,0,4
713,6/6/2020,Arunachal Pradesh,45,44,1,0,0,3
714,6/7/2020,Arunachal Pradesh,47,46,1,0,0,2
715,6/8/2020,Arunachal Pradesh,51,50,1,0,0,4
716,6/9/2020,Arunachal Pradesh,51,50,1,0,0,0
717,6/10/2020,Arunachal Pradesh,57,56,1,0,0,6
718,6/11/2020,Arunachal Pradesh,57,55,2,0,0,-1
719,6/12/2020,Arunachal Pradesh,61,57,4,0,0,2
720,6/13/2020,Arunachal Pradesh,67,63,4,0,0,6
721,6/14/2020,Arunachal Pradesh,87,83,4,0,0,20
722,6/15/2020,Arunachal Pradesh,91,84,7,0,0,1
723,6/16/2020,Arunachal Pradesh,91,84,7,0,0,0
724,6/17/2020,Arunachal Pradesh,95,88,7,0,0,4
725,6/18/2020,Arunachal Pradesh,99,92,7,0,0,4
726,6/19/2020,Arunachal Pradesh,103,93,10,0,0,1
727,6/20/2020,Arunachal Pradesh,103,92,11,0,0,-1
728,6/21/2020,Arunachal Pradesh,135,121,14,0,0,29
729,6/22/2020,Arunachal Pradesh,135,120,15,0,0,-1
730,6/23/2020,Arunachal Pradesh,139,118,21,0,0,-2
731,6/24/2020,Arunachal Pradesh,148,126,22,0,0,8
732,6/25/2020,Arunachal Pradesh,158,120,38,0,0,-6
733,6/26/2020,Arunachal Pradesh,160,121,38,1,1,1
734,6/27/2020,Arunachal Pradesh,172,129,42,1,0,8
735,6/28/2020,Arunachal Pradesh,177,122,54,1,0,-7
736,6/29/2020,Arunachal Pradesh,182,121,60,1,0,-1
737,6/30/2020,Arunachal Pradesh,187,125,61,1,0,4
738,7/1/2020,Arunachal Pradesh,191,128,62,1,0,3
739,7/2/2020,Arunachal Pradesh,195,128,66,1,0,0
740,7/3/2020,Arunachal Pradesh,195,128,66,1,0,0
741,7/4/2020,Arunachal Pradesh,252,176,75,1,0,48
742,7/5/2020,Arunachal Pradesh,259,182,76,1,0,6
743,7/6/2020,Arunachal Pradesh,269,190,78,1,0,8
744,7/7/2020,Arunachal Pradesh,270,176,92,2,1,-14
745,7/8/2020,Arunachal Pradesh,276,169,105,2,0,-7
746,7/9/2020,Arunachal Pradesh,287,176,109,2,0,7
747,7/10/2020,Arunachal Pradesh,302,180,120,2,0,4
748,7/11/2020,Arunachal Pradesh,335,213,120,2,0,33
749,7/12/2020,Arunachal Pradesh,341,214,125,2,0,1
750,7/13/2020,Arunachal Pradesh,359,219,138,2,0,5
751,7/14/2020,Arunachal Pradesh,387,240,145,2,0,21
752,7/15/2020,Arunachal Pradesh,462,306,153,3,1,66
753,7/16/2020,Arunachal Pradesh,462,306,153,3,0,0
754,7/17/2020,Arunachal Pradesh,543,387,153,3,0,81
755,7/18/2020,Arunachal Pradesh,609,431,175,3,0,44
756,7/19/2020,Arunachal Pradesh,650,373,274,3,0,-58
757,7/20/2020,Arunachal Pradesh,740,455,282,3,0,82
758,7/21/2020,Arunachal Pradesh,790,502,285,3,0,47
759,7/22/2020,Arunachal Pradesh,858,552,303,3,0,50
760,7/23/2020,Arunachal Pradesh,949,632,314,3,0,80
761,7/24/2020,Arunachal Pradesh,991,654,334,3,0,22
762,7/25/2020,Arunachal Pradesh,1056,661,392,3,0,7
763,7/26/2020,Arunachal Pradesh,1126,695,428,3,0,34
764,7/27/2020,Arunachal Pradesh,1158,650,505,3,0,-45
765,7/28/2020,Arunachal Pradesh,1239,662,574,3,0,12
766,7/29/2020,Arunachal Pradesh,1330,710,617,3,0,48
767,7/30/2020,Arunachal Pradesh,1410,730,677,3,0,20
768,7/31/2020,Arunachal Pradesh,1484,654,827,3,0,-76
769,8/1/2020,Arunachal Pradesh,1591,670,918,3,0,16
770,8/2/2020,Arunachal Pradesh,1673,701,969,3,0,31
771,8/3/2020,Arunachal Pradesh,1698,699,996,3,0,-2
772,8/4/2020,Arunachal Pradesh,1758,692,1063,3,0,-7
773,8/5/2020,Arunachal Pradesh,1790,682,1105,3,0,-10
774,8/6/2020,Arunachal Pradesh,1855,642,1210,3,0,-40
775,8/7/2020,Arunachal Pradesh,1948,700,1245,3,0,58
776,8/8/2020,Arunachal Pradesh,2049,720,1326,3,0,20
777,8/9/2020,Arunachal Pradesh,2117,684,1430,3,0,-36
778,8/10/2020,Arunachal Pradesh,2155,670,1482,3,0,-14
779,8/11/2020,Arunachal Pradesh,2231,636,1592,3,0,-34
780,8/12/2020,Arunachal Pradesh,2327,690,1634,3,0,54
781,8/13/2020,Arunachal Pradesh,2430,768,1659,3,0,78
782,8/14/2020,Arunachal Pradesh,2512,790,1718,4,1,22
783,8/15/2020,Arunachal Pradesh,2607,852,1750,5,1,62
784,8/16/2020,Arunachal Pradesh,2658,882,1771,5,0,30
785,8/17/2020,Arunachal Pradesh,2701,888,1808,5,0,6
786,8/18/2020,Arunachal Pradesh,2741,843,1893,5,0,-45
787,8/19/2020,Arunachal Pradesh,2875,921,1949,5,0,78
788,8/20/2020,Arunachal Pradesh,2950,923,2022,5,0,2
789,8/21/2020,Arunachal Pradesh,3066,968,2093,5,0,45
790,8/22/2020,Arunachal Pradesh,3126,996,2125,5,0,28
791,8/23/2020,Arunachal Pradesh,3223,990,2228,5,0,-6
792,8/24/2020,Arunachal Pradesh,3263,961,2297,5,0,-29
793,8/25/2020,Arunachal Pradesh,3312,880,2427,5,0,-81
794,8/26/2020,Arunachal Pradesh,3412,899,2508,5,0,19
795,8/27/2020,Arunachal Pradesh,3555,987,2563,5,0,88
796,8/28/2020,Arunachal Pradesh,3633,1007,2621,5,0,20
797,8/29/2020,Arunachal Pradesh,3745,1031,2709,5,0,24
798,8/30/2020,Arunachal Pradesh,3877,1118,2754,5,0,87
799,8/31/2020,Arunachal Pradesh,4034,1205,2822,7,2,87
800,9/1/2020,Arunachal Pradesh,4112,1220,2885,7,0,15
801,9/2/2020,Arunachal Pradesh,4212,1226,2979,7,0,6
802,9/3/2020,Arunachal Pradesh,4360,1278,3075,7,0,52
803,9/4/2020,Arunachal Pradesh,4574,1400,3167,7,0,122
804,9/5/2020,Arunachal Pradesh,4775,1488,3280,7,0,88
805,9/6/2020,Arunachal Pradesh,4914,1525,3381,8,1,37
806,9/7/2020,Arunachal Pradesh,5000,1520,3472,8,0,-5
807,9/8/2020,Arunachal Pradesh,5180,1576,3596,8,0,56
808,9/9/2020,Arunachal Pradesh,5402,1670,3723,9,1,94
809,9/10/2020,Arunachal Pradesh,5545,1630,3906,9,0,-40
810,9/11/2020,Arunachal Pradesh,5672,1658,4005,9,0,28
811,9/12/2020,Arunachal Pradesh,5825,1689,4126,10,1,31
812,9/13/2020,Arunachal Pradesh,5975,1712,4253,10,0,23
813,9/14/2020,Arunachal Pradesh,6121,1732,4379,10,0,20
814,9/15/2020,Arunachal Pradesh,6298,1756,4531,11,1,24
